age_group,gender_encoded,marital_status_encoded,housing_status_encoded,income_category,customer_reference,annual_income_normalized,savings_balance_normalized,checking_balance_normalized,loan_amount_normalized,loan_duration_months,existing_credits,past_due_count,credit_history_score,debt_ratio,loan_purpose_car,loan_purpose_education,loan_purpose_health,loan_purpose_housing,loan_purpose_other,credit_risk_encoded,region_Assaba,region_Brakna,region_Gorgol,region_Guidimakha,region_Hodh Ech Chargui,region_Hodh El Gharbi,region_Inchiri,region_Nouadhibou,region_Nouakchott,region_Tagant,region_Trarza,education_level_master,education_level_phd,education_level_primary,education_level_secondary,employment_status_public_sector,employment_status_retired,employment_status_self_employed,employment_status_student,employment_status_unemployed
46-55,0,0,2,Très élevé,USER0477,2.791805594692972,2.5410958261137533,-0.3578960482896079,-0.5814937603178619,24,4,0,533,0.269,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
26-35,0,0,2,Très bas,USER0478,-1.367476547277583,-0.6130547386952655,-0.5778020994917352,0.09339071925819072,48,0,0,569,1.8,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
46-55,1,1,0,Bas,USER0479,-0.6050326653784659,0.383201908640623,-1.0644005903594913,-0.19047712688214286,18,0,0,541,0.685,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
46-55,0,1,2,Très élevé,USER0480,1.6533777814262318,2.1620002431175616,-1.271619629607356,-0.5772273309724452,6,0,0,720,0.339,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
36-45,0,2,1,Élevé,USER0481,0.47057606722891265,-0.8400960510908594,1.4906206740914965,-0.5997586029170663,36,1,1,517,0.545,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
36-45,0,2,0,Très élevé,USER0482,0.6480982730711962,1.7752301678063487,-0.44905948952812624,-0.8291244302414231,24,1,0,826,0.109,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
46-55,1,2,0,Élevé,USER0483,0.4291982952605553,2.462445024113516,-0.2981833313068131,-0.6431792179370117,24,4,1,433,0.284,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
26-35,1,1,2,Bas,USER0484,-0.35028711333159435,1.064848770309123,1.0923235277047971,-0.461172372418502,36,1,0,705,0.525,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
36-45,1,1,2,Très bas,USER0485,-1.4258202124606434,-0.6895875321028858,-0.5250424989253729,2.577496580622962,24,1,0,521,1.8,False,True,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
46-55,1,2,1,Élevé,USER0486,0.20197967805410538,-0.7116473809149705,0.8624470309622692,-0.11142374646935915,24,0,0,803,0.471,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
26-35,1,1,0,Très bas,USER0487,-0.8425536055537287,-0.5696108962974673,-0.5970929550377908,-0.22957475004641015,12,0,0,649,0.737,True,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
46-55,0,3,3,Très élevé,USER0488,0.8857297946078779,0.8284046837422653,2.920119963164933,-0.55658686294227,6,3,0,693,0.278,True,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
36-45,1,2,0,Bas,USER0489,-0.624626952367654,0.15605864241526027,-0.3778110673093247,-0.8990567018566569,24,0,0,539,0.525,False,False,True,False,False,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
46-55,1,1,2,Très bas,USER0490,-0.8729420939259667,-0.627951508757783,-1.2094555348368146,-0.4973481379098479,24,1,0,668,0.708,False,False,False,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
46-55,1,1,3,Bas,USER0491,-0.58484739403792,0.4803573307439089,-1.2021563796033783,-0.995397201476987,24,0,1,605,0.42,False,False,False,False,False,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
36-45,0,2,2,Très bas,USER0492,-0.9249184634541087,-0.20579194360051223,-0.7483863002440899,-0.7168155259384935,36,2,2,548,0.582,False,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
18-25,0,1,2,Élevé,USER0493,0.3630195233327963,-0.3515398765049237,0.1375248154079286,-0.24195709157844922,6,0,0,716,0.349,True,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
26-35,1,1,2,Très élevé,USER0494,0.541466022441281,1.303723304624341,0.5585279294038245,-0.14288058253319855,6,1,1,621,0.346,False,False,False,False,True,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
36-45,0,1,0,Très élevé,USER0495,3.300690587739691,-0.26824030875054744,0.26968577144231387,-0.6380562705790682,6,0,0,708,0.265,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
26-35,0,2,3,Bas,USER0496,-0.3531116325395394,-0.06047320343109545,0.41186891713926865,-0.9805293416368984,12,3,0,783,0.345,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
26-35,1,1,2,Très élevé,USER0497,1.6666762333572678,1.1590541090155484,2.4557229347152276,-0.46476166771250615,36,3,1,515,0.364,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
18-25,1,1,1,Très bas,USER0498,-0.7616805528121158,0.3833170178032654,-0.8057414256605687,1.2668769589302205,36,0,1,694,1.195,False,True,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
46-55,1,1,3,Très bas,USER0499,-1.024572091280128,-0.4996738579092483,-0.9565432017062642,-0.8566493638062479,24,1,0,718,0.62,False,False,False,False,True,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
36-45,1,2,3,Très bas,USER0500,-0.8463138934521729,-0.46624944591115436,-0.8074716197455879,1.406251832428998,48,0,0,604,1.389,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
26-35,0,1,2,Élevé,USER0501,0.4588993013952917,-0.568162165264784,0.403185606637817,1.60195650186105,24,1,2,594,0.607,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
26-35,0,2,2,Bas,USER0502,-0.33716861691796235,-0.1790537295353243,0.7613260802138924,-0.7699778212971405,18,0,0,760,0.329,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
46-55,1,1,0,Élevé,USER0503,0.017114243881360087,-0.1945424895771451,1.704993338229198,-0.4662823912026717,12,0,0,611,0.362,True,False,False,False,False,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
56+,0,2,0,Très bas,USER0504,-0.7575780886255067,0.20124721083539313,-0.3849614581915257,0.3068899544184184,12,1,2,520,0.913,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
26-35,0,2,3,Élevé,USER0505,0.4622829867326764,-0.9609409388659225,-0.03807209717952858,-0.9736174028829789,48,1,0,634,0.095,True,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
26-35,1,2,2,Très bas,USER0506,-1.0371851474144433,-0.7263139326522036,-0.7470926971898699,2.305649075948996,12,0,0,632,1.8,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
36-45,1,1,3,Élevé,USER0507,0.3935112905237181,1.8173157220849683,0.10881976363478693,-1.0145153299452747,24,0,0,481,0.214,False,True,False,False,False,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
18-25,1,1,2,Très bas,USER0508,-1.314275437010705,-0.82484408704076,-0.6877486570775279,0.5876985767894815,18,1,0,574,1.8,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
36-45,1,2,0,Très élevé,USER0509,0.9751045719238762,0.38625394586725226,-1.2790190390774945,0.19899130984414123,36,2,0,714,0.453,True,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
26-35,1,3,2,Très élevé,USER0510,1.9990196477290048,2.830809144318231,1.9092985365974322,-0.1542351024502053,36,1,0,658,0.359,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
36-45,1,1,1,Très bas,USER0511,-0.9218529603359013,-0.9609409388659225,0.1600399765666275,0.2696669744513794,18,1,0,590,1.067,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
18-25,0,0,3,Très élevé,USER0512,1.786107233351051,-0.9609409388659225,-1.094758220034399,-0.6342148680964714,12,1,0,570,0.304,False,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36-45,0,0,0,Très bas,USER0513,-1.1345661196192223,-0.9609409388659225,-0.22464523168204226,0.5074961693825343,60,0,1,733,1.595,True,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
36-45,0,2,3,Bas,USER0514,-0.3748763395516748,-0.9609409388659225,-0.601368313131988,-0.8201293750381695,24,2,0,499,0.554,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26-35,1,2,3,Très bas,USER0515,-1.2867745826800523,-0.7126093646313378,-0.658995095189853,-0.7986243086368588,36,3,0,547,1.089,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
46-55,0,0,3,Élevé,USER0516,0.44442461847368986,1.2960455234761024,1.9150194961047202,1.5795221942197337,24,2,0,639,0.75,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46-55,0,1,3,Bas,USER0517,-0.23513436016026054,0.760222237876036,0.9025940017499867,-1.1995700867310024,12,1,0,636,0.162,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
26-35,1,2,3,Élevé,USER0518,0.18228680673799158,0.8583199106963796,0.09205466805209594,0.3047535076022666,24,2,0,704,0.424,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
18-25,0,1,1,Très élevé,USER0519,0.7931601548452202,-0.9609409388659225,1.7660028922738482,-0.19063550191087417,36,0,0,630,0.313,False,False,False,False,True,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
36-45,1,1,2,Très élevé,USER0520,1.1739069089067937,-0.9609409388659225,3.404176524031147,0.6357815587266719,12,1,1,501,0.315,True,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
36-45,1,1,0,Bas,USER0521,-0.332074050139754,-0.9609409388659225,1.04609338855461,-1.1096567043480672,12,1,0,597,0.406,False,False,True,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
56+,1,1,2,Très bas,USER0522,-1.2166811262360187,-0.4812185703044756,-0.29355546638034113,-0.7440835040995604,18,0,1,518,0.99,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
18-25,1,1,0,Très élevé,USER0523,1.5457909841387842,0.795748214300656,-0.19410973158717934,-0.38954484156715397,24,1,1,547,0.244,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
26-35,0,3,2,Bas,USER0524,-0.56269200098945,-0.17818876639889814,-0.3901973165534811,1.6768016315104,36,1,0,782,1.372,False,False,False,True,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
56+,1,2,2,Bas,USER0525,-0.7138890618814517,-0.5688018433257531,-0.3945793968996513,0.27363604659999424,60,1,0,613,0.786,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26-35,1,1,0,Très élevé,USER0526,2.1939307726544395,-0.6567320882515665,0.9648551167495947,3.0889671198392246,6,1,0,621,0.558,True,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
18-25,1,3,3,Élevé,USER0527,0.04788142125543897,-0.9477740950762572,0.18611254612443137,-1.197965327511306,12,0,1,487,0.231,False,False,True,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
46-55,1,1,0,Très bas,USER0528,-1.1960300569910043,-0.8845561429531278,-0.8181406109352674,-1.1878616471069328,24,0,1,610,0.65,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
36-45,0,3,2,Très bas,USER0529,-0.8959164149811721,-0.1738984834655603,-0.14483639125193992,0.8788355135342408,12,2,0,676,1.299,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
56+,1,1,2,Élevé,USER0530,0.4317463610649525,-0.06738139760624026,1.2317318948504499,0.09033795977580741,12,0,0,535,0.491,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
26-35,0,1,3,Élevé,USER0531,0.14762372281467154,-0.44493122898980775,-1.2790190390774945,-0.3211074362945379,48,3,0,637,0.446,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36-45,0,1,3,Élevé,USER0532,0.3241282671657825,-0.6474855336581746,-0.016766454876525297,-0.15556189733376088,48,0,0,708,0.413,False,False,False,False,True,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
36-45,0,3,3,Bas,USER0533,-0.37160375718590444,-0.44086129788209927,-0.17878700340994358,1.6632104683304931,18,3,0,669,1.045,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
26-35,0,2,1,Élevé,USER0534,0.04779900684456993,0.8284786824896783,-0.5005157850173619,0.8359110325328721,18,0,1,647,0.57,False,True,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36-45,0,2,2,Très élevé,USER0535,1.3297723810473843,1.3891836358031733,1.9635328446456055,-0.318686560855358,18,1,1,438,0.418,True,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
26-35,1,1,3,Très bas,USER0536,-1.3428555028355846,-0.5949250455791095,-0.2778446572868394,0.016732357137038627,36,1,2,574,1.8,True,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
26-35,0,2,0,Élevé,USER0537,0.17046816293122916,0.7088457297555772,-0.3321210074342746,-0.6559882024035923,24,1,2,499,0.414,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
18-25,1,1,2,Très bas,USER0538,-0.7297757436019283,-0.9609409388659225,-0.22980670786838003,0.12830918095001595,36,0,0,767,0.802,True,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
46-55,1,1,1,Bas,USER0539,-0.6242127938725278,-0.043601489020958395,-1.1685129981707518,-0.8014524341499192,12,1,0,544,0.43,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
18-25,0,3,1,Élevé,USER0540,0.1535132235306287,-0.9609409388659225,0.8759845869246813,-0.02081383717435011,24,0,0,706,0.539,False,False,False,False,True,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
36-45,1,0,0,Très élevé,USER0541,3.1565086623652614,-0.9609409388659225,-0.22165377461915853,-0.9971732642991888,6,1,0,707,0.311,False,False,False,False,True,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
36-45,0,1,3,Élevé,USER0542,0.07968608130811461,0.8464981996930195,0.17831858772275597,2.543688360203978,36,0,1,754,0.973,True,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36-45,0,1,0,Bas,USER0543,-0.6045835590002496,-0.4649750230390436,0.020748033695854432,0.2675030544159579,24,0,0,589,0.703,False,False,True,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36-45,1,1,3,Très bas,USER0544,-0.8506552551082627,-0.07721172009588925,-0.10310475672280296,2.1012063067174487,24,1,0,666,1.717,False,False,False,False,True,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
36-45,0,2,2,Très bas,USER0545,-0.8182653484163784,-0.9609409388659225,-0.4695016517924377,-0.6595273994742221,12,2,0,698,0.635,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26-35,0,2,2,Élevé,USER0546,0.2508185622570784,-0.033435705543037694,0.4003267438879908,-0.6723767857338464,60,1,0,761,0.39,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
46-55,1,2,0,Très élevé,USER0547,1.328280575888617,-0.9609409388659225,1.0110044057088927,-0.3956180390974858,24,1,2,664,0.271,True,False,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
46-55,1,1,0,Très élevé,USER0548,0.8503912254815499,1.0693643383179177,-0.18883506513359735,1.1991587055737827,12,0,0,686,0.686,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26-35,1,1,2,Très élevé,USER0549,1.3785585826206244,1.5606486000584747,-0.0642255169282212,1.6185745673757925,48,1,0,661,0.457,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
46-55,1,2,0,Bas,USER0550,-0.31627865020346757,-0.9301903482743473,-0.4455247191824701,0.6941944711092807,12,1,0,579,0.56,False,True,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
18-25,0,1,3,Très bas,USER0551,-0.7528356087291751,-0.4176865346089939,0.5964531369459192,1.037810104874387,24,1,0,709,1.277,True,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
26-35,1,1,3,Très bas,USER0552,-0.9883759949926065,-0.9609409388659225,0.11152986203337785,-0.8358343600301239,24,1,0,612,0.556,False,False,False,False,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
46-55,1,2,3,Très bas,USER0553,-0.8744052105239879,0.1823035314976955,-0.6513304970935995,-0.6312445282718971,24,0,0,674,0.662,False,False,True,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26-35,1,1,1,Bas,USER0554,-0.5269142360786178,-0.22800965640707757,-1.2790190390774945,-0.08149733032601574,18,0,0,584,0.722,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
26-35,0,1,1,Élevé,USER0555,0.026094806615097815,0.9851373195959666,0.6758803644750264,1.346219616181197,24,0,0,691,0.696,False,False,False,True,False,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26-35,1,2,0,Bas,USER0556,-0.4358864760534825,-0.3616152170693398,0.17513955821701035,1.1442672134728646,36,2,0,629,0.838,True,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
18-25,1,2,0,Bas,USER0557,-0.6047238721428049,-0.1996368922323696,-1.0547179714986548,-0.6174998382784241,36,1,0,632,0.489,True,False,False,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
26-35,0,1,3,Très bas,USER0558,-0.7934163603190021,-0.8850511123524896,-0.5814791661733556,0.3863505849050828,24,0,0,669,0.94,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
26-35,1,2,3,Très élevé,USER0559,1.6642538756099552,1.778678509435789,-0.5576057218077256,-1.4956667475898087,12,1,0,559,0.146,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56+,0,1,2,Très élevé,USER0560,0.5356245098632983,0.2003888253654038,-0.2707266064809939,-0.9025328721301384,18,0,0,649,0.184,False,False,False,True,False,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
36-45,0,2,2,Très élevé,USER0561,0.6837805833162751,-0.3151637366933603,-0.2682331865939848,-1.436720531539023,24,1,0,711,0.16,False,False,False,True,False,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
36-45,1,1,0,Très élevé,USER0562,1.2180273072824221,0.41596855399504695,0.5891669177430249,0.23965813865022673,24,1,0,605,0.342,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36-45,0,1,2,Très élevé,USER0563,0.5353637047656118,-0.9609409388659225,-1.1457455844164801,-0.5248084286058027,48,2,0,522,0.314,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
26-35,0,2,0,Très bas,USER0564,-1.1465626325026068,-0.9609409388659225,-1.0146809569705462,-0.8128004897800389,24,0,0,725,0.966,False,True,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
36-45,1,1,0,Élevé,USER0565,-0.09285631199894243,-0.5175223557852353,1.6453873434983766,0.7689604132442651,48,1,0,636,0.644,False,False,False,True,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
36-45,1,1,2,Élevé,USER0566,-0.20592836210093318,-0.26824030875054744,0.20385107800542296,-0.2861711978137733,12,0,1,594,0.076,True,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
46-55,1,1,0,Très élevé,USER0567,0.603809394602462,0.19498856122087263,-0.6402022768196721,-0.27947258052712465,48,2,0,760,0.437,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
36-45,0,2,2,Élevé,USER0568,0.37579584345826367,1.138862317471487,0.9857306360370699,-1.1895472099127167,12,0,0,692,0.206,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
36-45,0,2,2,Très élevé,USER0569,0.9939644317579792,-0.25940979155927696,1.6374672587989147,-1.0466169786260917,18,0,1,584,0.149,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
36-45,0,2,3,Bas,USER0570,-0.40219254387316566,-0.19344237486560684,-0.46004217945845394,-0.8631346596256256,12,1,0,696,0.44,False,False,False,True,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26-35,0,2,0,Très élevé,USER0571,0.5287940243548881,2.2924978563884824,-1.136971721701233,1.7068686458935354,24,0,2,629,0.729,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
18-25,0,1,2,Très élevé,USER0572,2.6665899376325006,-0.26824030875054744,-1.2790190390774945,0.04664746077832986,24,1,0,502,0.241,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46-55,1,0,3,Très élevé,USER0573,0.9761540516369669,-0.9609409388659225,-0.07947386292983938,-0.28250433107712536,6,1,2,506,0.077,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
46-55,0,1,3,Très bas,USER0574,-0.7837279725501434,0.30933307013986644,-0.19455925864852083,-1.0791064845201288,12,0,0,705,0.347,False,False,False,False,True,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
46-55,1,0,0,Bas,USER0575,-0.26993149790379145,0.3867423376001772,0.6275157802853768,-0.3351931174213,36,0,0,697,0.532,False,True,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
46-55,1,1,0,Très élevé,USER0576,1.152336240887337,-0.9609409388659225,0.2877412360715894,-1.007013525012917,24,1,0,471,0.102,True,False,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36-45,0,1,0,Très élevé,USER0577,1.0324410078196715,0.1028239435264332,0.5076505212813524,1.3581381451290941,36,2,0,536,0.372,True,False,False,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
26-35,1,2,0,Bas,USER0578,-0.6648816975853731,-0.08268104973800582,-0.5854440595345398,-0.17735300842982107,24,2,1,665,0.634,False,True,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
26-35,0,2,2,Très élevé,USER0579,3.675884801271519,3.603811570709455,1.029234506750488,0.9542624290034203,12,3,1,616,0.244,True,False,False,False,False,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26-35,1,1,0,Élevé,USER0580,0.2438514148774807,2.209073312971809,-0.2741902286586679,-0.4646194534009921,12,3,0,654,0.492,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
56+,1,2,2,Très élevé,USER0581,1.3030440314160787,3.245409326323123,0.673095883900818,-0.5867217523377191,12,0,1,578,0.173,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
26-35,0,1,2,Très bas,USER0582,-1.003213718610188,-0.4310556416415879,-0.9627913044581466,0.9964095795066276,48,0,0,525,1.693,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
46-55,0,2,3,Élevé,USER0583,0.1912574588780173,-0.10182205906880445,1.248102441501604,-1.2126134015972365,48,3,0,502,0.234,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56+,1,1,0,Bas,USER0584,-0.6343794981905437,0.00730636036588575,-0.7618656440690621,-0.13789015305643823,48,1,3,529,0.739,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
46-55,1,1,0,Très bas,USER0585,-0.8324181978474352,0.25608357150155675,-0.20874685014567854,-0.3146625422682037,18,2,0,526,0.592,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
26-35,0,1,2,Élevé,USER0586,0.013203732246648532,0.23775325955908136,1.7695505986500468,0.3891932550636389,12,0,0,548,0.604,False,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36-45,0,3,3,Bas,USER0587,-0.21756131267814274,-0.9609409388659225,-0.17217669180287942,-0.2420879933879108,12,0,1,646,0.515,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
46-55,1,2,2,Élevé,USER0588,0.20902715340379055,0.7068000754937632,0.5502197637880967,-0.8833436365060938,12,2,0,684,0.368,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
